chrom	length	bases	mean	min	max
TE_00003655#MITE/DTT	99	810	8.18	4	12
TE_00003656_INT#LTR/Gypsy	2447	19223275	7855.85	0	14471
TE_00003657#DNA/Helitron	1015	9782	9.64	0	25
TE_00003658#MITE/DTT	335	2497	7.45	1	26
TE_00003659#DNA/DTH	1610	328237	203.87	3	365
TE_00003660#DNA/DTA	4445	90550	20.37	1	51
TE_00003661#MITE/DTT	183	9811	53.61	20	99
TE_00003662_INT#LTR/Copia	97	0	0.00	0	0
TE_00003664_LTR#LTR/Copia	230	3888	16.90	6	31
TE_00003666#MITE/DTA	525	6862	13.07	1	45
TE_00003668_INT#LTR/Copia	6208	3361284	541.44	0	2964
TE_00003669_INT#LTR/Gypsy	1163	4110560	3534.45	556	6972
TE_00003670_LTR#LTR/Gypsy	996	8547	8.58	3	16
TE_00003671#MITE/DTA	183	4231	23.12	3	110
TE_00003673#DNA/DTH	1200	227814	189.84	24	302
TE_00003674_LTR#LTR/Copia	164	10128	61.76	29	87
TE_00003675_INT#LTR/Gypsy	3442	1967223	571.53	2	2523
TE_00003676#DNA/Helitron	1461	18133	12.41	4	32
TE_00003677#MITE/DTA	127	727	5.72	2	9
TE_00003678_INT#LTR/Gypsy	7297	10851887	1487.17	1	5207
TE_00003681_INT#LTR/Gypsy	130	671	5.16	0	10
TE_00003682#DNA/DTM	1370	30963	22.60	1	107
TE_00003683#DNA/DTC	3728	24601	6.60	0	36
TE_00003684#DNA/Helitron	1177	6507	5.53	0	55
TE_00003685#DNA/Helitron	3439	70605	20.53	4	158
TE_00003686#MITE/DTA	571	194000	339.75	161	380
TE_00003687_INT#LTR/Gypsy	225	1689442	7508.63	2686	12169
TE_00003688_LTR#LTR/Gypsy	288	1359	4.72	1	14
TE_00003689_INT#LTR/Copia	4828	1042533	215.93	0	535
TE_00003690_INT#LTR/Gypsy	202	2568	12.71	0	66
TE_00003691#DNA/DTT	593	815	1.37	0	5
TE_00003692#MITE/DTC	431	3892	9.03	1	16
TE_00003693#MITE/DTH	473	4713	9.96	2	39
TE_00003694_INT#LTR/Gypsy	241	497598	2064.72	0	3013
TE_00003696_INT#LTR/Gypsy	1009	307153	304.41	0	2520
TE_00003700#DNA/DTC	3465	255641	73.78	7	175
TE_00003701_LTR#LTR/Gypsy	1014	383030	377.74	75	910
TE_00003702_INT#LTR/Copia	5178	1768050	341.45	0	2588
TE_00003703_INT#LTR/Copia	4375	83756	19.14	3	46
TE_00003704#DNA/Helitron	8279	145298	17.55	0	121
TE_00003706_INT#LTR/Gypsy	7086	548248	77.37	0	377
TE_00003707_LTR#LTR/Gypsy	4164	1145777	275.16	12	2041
TE_00003708#MITE/DTH	305	135990	445.87	9	536
TE_00003709#DNA/DTC	3225	285880	88.64	0	366
TE_00003710#DNA/Helitron	1249	27653	22.14	0	55
TE_00003711#DNA/DTM	1741	13083	7.51	0	20
TE_00003712#DNA/DTC	3473	86158	24.81	1	80
TE_00003713_INT#LTR/Copia	4739	181719	38.35	12	78
TE_00003715_INT#LTR/Gypsy	966	643014	665.65	1	2500
TE_00003716_INT#LTR/Gypsy	5587	6875527	1230.63	13	4698
TE_00003718_LTR#LTR/Copia	150	1693	11.29	5	15
TE_00003719#DNA/DTC	3575	1240741	347.06	0	1076
TE_00003720_INT#LTR/Gypsy	2213	1658714	749.53	0	3357
TE_00003721#DNA/Helitron	1823	8222	4.51	0	14
TE_00003722#MITE/DTT	389	1599	4.11	0	14
TE_00003723_INT#LTR/Copia	4470	1826281	408.56	23	587
TE_00003724_LTR#LTR/Gypsy	470	8563	18.22	7	44
TE_00003725#DNA/Helitron	4310	248484	57.65	0	424
TE_00003726#MITE/DTH	128	9964	77.84	23	115
TE_00003727#DNA/DTT	1882	1578586	838.78	0	5215
TE_00003728#MITE/DTC	440	7030	15.98	8	32
TE_00003730#DNA/Helitron	5247	62635	11.94	1	49
TE_00003732#DNA/DTM	1365	2458	1.80	0	8
TE_00003733#DNA/DTA	950	12206	12.85	0	37
TE_00003734#DNA/DTA	1936	18885	9.75	1	26
TE_00003735_INT#LTR/Gypsy	992	581710	586.40	0	3506
TE_00003736#DNA/DTA	1632	24577	15.06	0	70
TE_00003737_INT#LTR/Gypsy	2132	942213	441.94	1	1574
TE_00003739#MITE/DTA	158	6961	44.06	13	63
TE_00003740#DNA/DTC	2720	2364066	869.14	0	7130
TE_00003741_LTR#LTR/Gypsy	1010	2652474	2626.21	2	4554
TE_00003742_LTR#LTR/Gypsy	414	7728	18.67	6	30
TE_00003744_INT#LTR/Copia	2157	25472	11.81	1	48
TE_00003745_LTR#LTR/Gypsy	257	4994	19.43	4	39
TE_00003749#MITE/DTT	255	5124	20.09	1	156
TE_00003750#DNA/DTM	4858	28070	5.78	0	75
TE_00003751#DNA/DTT	1028	17664	17.18	0	483
TE_00003752_INT#LTR/Gypsy	206	494909	2402.47	0	6498
TE_00003753_INT#LTR/Gypsy	402	109931	273.46	0	722
TE_00003754#DNA/Helitron	1736	102496	59.04	8	140
TE_00003755#DNA/DTC	3487	61515	17.64	2	40
TE_00003756_INT#LTR/Gypsy	520	4785881	9203.62	468	29524
TE_00003757#DNA/DTH	881	142614	161.88	41	297
TE_00003758#MITE/DTA	327	6457	19.75	13	28
TE_00003759#MITE/DTT	376	28009	74.49	47	92
TE_00003761_INT#LTR/Copia	2096	15998	7.63	2	17
TE_00003764_LTR#LTR/Gypsy	321	1255	3.91	0	13
TE_00003765_INT#LTR/Gypsy	117	7429	63.50	0	118
TE_00003766#MITE/DTM	153	4677	30.57	5	58
TE_00003767#DNA/DTM	1743	11248	6.45	0	16
TE_00003769#DNA/DTA	890	9581	10.77	2	28
TE_00003770_LTR#LTR/Gypsy	3985	650538	163.25	15	643
TE_00003771#DNA/Helitron	4696	261858	55.76	0	433
TE_00003772_LTR#LTR/Gypsy	293	2423	8.27	0	11
TE_00003773_INT#LTR/Gypsy	4111	1665368	405.10	8	1376
TE_00003774_INT#LTR/Copia	4743	294703	62.13	2	264
TE_00003775#MITE/DTT	116	629	5.42	1	12
TE_00003776_INT#LTR/Gypsy	142	1348	9.49	0	32
TE_00003777_INT#LTR/Gypsy	10535	1303847	123.76	0	623
TE_00003778#MITE/DTA	161	1071	6.65	0	14
TE_00003779_LTR#LTR/Copia	1407	19068	13.55	2	29
TE_00003780#MITE/DTT	93	931	10.01	1	22
TE_00003782#DNA/Helitron	897	42647	47.54	6	220
TE_00003783#DNA/DTM	1713	32250	18.83	1	208
TE_00003784_INT#LTR/Gypsy	1571	639495	407.06	3	1175
TE_00003789_LTR#LTR/Gypsy	1118	103706	92.76	52	116
TE_00003790_INT#LTR/Copia	2108	53400	25.33	1	79
TE_00003791_INT#LTR/Gypsy	1865	823321	441.46	0	3192
TE_00003792_INT#LTR/Gypsy	94	287	3.05	0	6
TE_00003793#MITE/DTA	212	166	0.78	0	2
TE_00003794_LTR#LTR/Gypsy	402	2068	5.14	1	13
TE_00003795_INT#LTR/Gypsy	3900	1644845	421.76	0	2007
TE_00003796_INT#LTR/Copia	4419	185831	42.05	8	83
TE_00003797#DNA/DTT	2920	8532	2.92	0	9
TE_00003798#MITE/DTT	250	1421	5.68	4	8
TE_00003799#MITE/DTM	158	4863	30.78	3	74
TE_00003800_LTR#LTR/Copia	389	20082	51.62	29	85
TE_00003801_INT#LTR/Gypsy	808	6340176	7846.75	0	15089
TE_00003803_INT#LTR/Gypsy	1289	79841	61.94	0	393
TE_00003804_LTR#LTR/Copia	207	3722	17.98	8	34
TE_00003805#DNA/DTM	1370	337225	246.15	1	932
TE_00003806#DNA/Helitron	4468	187510	41.97	0	1124
TE_00003807_LTR#LTR/Copia	1404	12025531	8565.19	1	11418
TE_00003808#DNA/DTC	834	7502	9.00	0	24
TE_00003809_INT#LTR/Gypsy	2534	178717	70.53	3	539
TE_00003810#MITE/DTA	159	4163	26.18	2	40
TE_00003811_INT#LTR/Gypsy	620	341715	551.15	7	1431
TE_00003812#MITE/DTA	384	5954	15.51	3	23
TE_00003813#DNA/DTH	827	7378	8.92	0	22
TE_00003814_LTR#LTR/Copia	602	23190	38.52	2	140
TE_00003815#DNA/DTC	1114	28463	25.55	0	66
TE_00003816_INT#LTR/Gypsy	2042	1007128	493.21	0	2585
TE_00003817_INT#LTR/Gypsy	184	163037	886.07	0	1193
TE_00003818#MITE/DTA	167	2736	16.38	5	19
TE_00003819_LTR#LTR/Gypsy	864	805034	931.75	0	2279
TE_00003820#MITE/DTH	591	3333	5.64	0	18
TE_00003821_LTR#LTR/Gypsy	425	605	1.42	0	9
TE_00003822_LTR#LTR/Gypsy	943	356236	377.77	3	1392
TE_00003823#DNA/DTH	117	834	7.13	2	22
TE_00003824#DNA/DTH	1377	153434	111.43	3	404
TE_00003825_LTR#LTR/Gypsy	142	410	2.89	0	5
TE_00003826_LTR#LTR/Gypsy	2462	8773166	3563.43	94	15795
TE_00003828#DNA/Helitron	3249	40207	12.38	0	41
TE_00003829_INT#LTR/Gypsy	772	119963	155.39	0	525
TE_00003831#DNA/DTT	1289	8057	6.25	0	57
TE_00003832_LTR#LTR/Gypsy	312	3986	12.78	1	22
TE_00003833#DNA/DTT	1181	10943	9.27	0	141
TE_00003834#MITE/DTT	152	1018	6.70	0	22
TE_00003835_INT#LTR/Gypsy	137	1426	10.41	0	17
TE_00003836#DNA/DTT	3727	304441	81.69	0	565
TE_00003837#DNA/DTC	107	236	2.21	0	5
TE_00003838#DNA/DTC	762	45794	60.10	0	244
TE_00003839#MITE/DTT	106	387	3.65	1	5
TE_00003840#DNA/DTA	769	4975	6.47	1	11
TE_00003841#MITE/DTT	106	2042	19.26	1	36
TE_00003842#DNA/Helitron	391	5528	14.14	2	51
TE_00003844#DNA/DTA	1526	28445	18.64	0	79
TE_00003845#DNA/DTM	3611	40735	11.28	0	69
TE_00003847#DNA/Helitron	774	6839	8.84	0	23
TE_00003848_INT#LTR/Gypsy	1248	217421	174.22	0	523
TE_00003849_INT#LTR/Copia	6342	982704	154.95	0	684
TE_00003850#DNA/DTC	168	35	0.21	0	1
TE_00003852#MITE/DTA	162	932	5.75	3	12
TE_00003853#DNA/Helitron	3584	134400	37.50	0	119
TE_00003854#DNA/DTM	981	36758	37.47	0	122
TE_00003855#DNA/DTA	980	9715	9.91	2	22
TE_00003856#DNA/DTH	1787	307990	172.35	2	544
TE_00003858_INT#LTR/Gypsy	128	4141	32.35	0	44
TE_00003859#MITE/DTM	361	1523	4.22	1	8
TE_00003860_LTR#LTR/Gypsy	299	86202	288.30	13	995
TE_00003861_INT#LTR/Gypsy	918	577268	628.83	0	2869
TE_00003862_INT#LTR/Gypsy	117	0	0.00	0	0
TE_00003863#DNA/DTT	2034	4475	2.20	0	41
TE_00003864#DNA/Helitron	1500	52722	35.15	1	68
TE_00003865#DNA/Helitron	607	12971	21.37	2	53
TE_00003866_INT#LTR/Gypsy	12171	5934976	487.63	7	1820
TE_00003868#DNA/DTT	1499	6330	4.22	0	13
TE_00003869_LTR#LTR/Copia	186	1634	8.78	5	12
TE_00003870_LTR#LTR/Gypsy	4162	4632137	1112.96	3	3978
TE_00003872#DNA/Helitron	254	474	1.87	1	4
TE_00003873#MITE/DTM	189	26876	142.20	69	179
TE_00003874_INT#LTR/Gypsy	161	3427	21.29	0	81
TE_00003875#DNA/DTC	2116	7381	3.49	0	10
TE_00003876#DNA/DTC	1225	178499	145.71	0	504
TE_00003878_INT#LTR/Gypsy	394	112246	284.89	13	775
TE_00003879#DNA/DTA	605	3287	5.43	1	96
TE_00003880#DNA/Helitron	936	26772	28.60	4	56
TE_00003882_LTR#LTR/Copia	300	2812	9.37	1	18
TE_00003883#DNA/DTM	1572	13946	8.87	1	60
TE_00003884#DNA/DTM	1442	11118	7.71	2	40
TE_00003885#DNA/DTC	3036	38195	12.58	0	801
TE_00003888#DNA/DTC	654	45454	69.50	0	185
TE_00003889#DNA/DTM	1334	11422	8.56	1	56
TE_00003892#DNA/DTA	918	14228	15.50	5	31
TE_00003894_INT#LTR/Copia	4692	135151	28.80	5	52
TE_00003895_INT#LTR/Gypsy	211	5756	27.28	3	49
TE_00003896#DNA/Helitron	2706	221149	81.73	2	254
TE_00003897_INT#LTR/Gypsy	1163	2230661	1918.02	0	2531
TE_00003898#DNA/DTC	147	763	5.19	0	15
TE_00003899_INT#LTR/Gypsy	6001	2138579	356.37	0	2457
TE_00003900_INT#LTR/Gypsy	7238	1062730	146.83	13	1166
TE_00003902_LTR#LTR/Copia	137	13610	99.34	40	140
TE_00003903#DNA/DTM	1103	8352	7.57	1	47
TE_00003904_INT#LTR/Gypsy	917	47534	51.84	0	94
TE_00003905#DNA/DTT	1149	58877	51.24	0	299
TE_00003906#MITE/DTA	177	1883	10.64	2	20
TE_00003907_INT#LTR/Gypsy	1789	622821	348.14	0	1256
TE_00003908#DNA/DTT	771	1414182	1834.22	0	3478
TE_00003909#MITE/DTH	284	2502	8.81	4	17
TE_00003912_INT#LTR/Gypsy	171	202912	1186.62	0	2936
TE_00003914#DNA/Helitron	3375	21589	6.40	0	25
TE_00003915#DNA/DTM	1200	10874	9.06	0	47
TE_00003916#MITE/DTH	124	428	3.45	0	8
TE_00003917#DNA/DTH	2008	75595	37.65	2	115
TE_00003918_LTR#LTR/Gypsy	4248	855562	201.40	2	1431
TE_00003919#DNA/Helitron	317	636	2.01	0	6
TE_00003920_LTR#LTR/Gypsy	548	2539561	4634.24	1836	8937
TE_00003922_INT#LTR/Gypsy	347	155770	448.90	0	2007
TE_00003924_LTR#LTR/Gypsy	1928	897854	465.69	32	1268
TE_00003926#DNA/DTH	1411	40891	28.98	0	78
TE_00003927#DNA/DTC	3859	747325	193.66	0	729
TE_00003928_INT#LTR/Gypsy	4523	53300	11.78	0	31
TE_00003929#MITE/DTT	452	1360	3.01	1	5
TE_00003931_INT#LTR/Gypsy	432	948321	2195.19	225	4361
TE_00003932#MITE/DTH	350	48110	137.46	0	513
TE_00003933#DNA/DTC	1678	27813	16.58	0	52
TE_00003936#DNA/Helitron	12545	169499	13.51	0	97
TE_00003937#DNA/Helitron	1423	26669	18.74	2	44
TE_00003938#MITE/DTT	145	1360	9.38	3	15
TE_00003939#DNA/DTM	309	2897	9.38	1	21
TE_00003940_LTR#LTR/Gypsy	894	1169005	1307.61	2	2640
TE_00003941#DNA/DTC	3669	848545	231.27	0	587
TE_00003944#DNA/DTH	2250	235798	104.80	0	318
TE_00003945_INT#LTR/Gypsy	4878	1178889	241.67	0	820
TE_00003946_INT#LTR/Gypsy	312	2295	7.36	0	11
TE_00003947#DNA/DTA	701	43920	62.65	15	95
TE_00003948#DNA/DTC	3743	32386	8.65	0	28
TE_00003949_INT#LTR/Copia	4417	194267	43.98	0	133
TE_00003950#DNA/DTC	3823	253396	66.28	0	305
TE_00003951_LTR#LTR/Gypsy	988	3513377	3556.05	31	9343
TE_00003952#DNA/DTM	1556	31490	20.24	1	105
TE_00003953_INT#LTR/Gypsy	4346	877183	201.84	0	948
TE_00003955#DNA/DTM	338	4487	13.28	0	25
TE_00003956_INT#LTR/Gypsy	81	63	0.78	0	2
TE_00003957_INT#LTR/Gypsy	164	289817	1767.18	17	2555
TE_00003958_INT#LTR/Gypsy	5009	3891263	776.85	0	2741
TE_00003959#DNA/DTH	1229	86024	70.00	0	294
TE_00003963#DNA/DTA	1189	20520	17.26	2	55
TE_00003965#DNA/DTC	4238	753488	177.79	2	1853
TE_00003966_INT#LTR/Gypsy	4761	10094	2.12	0	7
TE_00003967_LTR#LTR/Gypsy	4115	3634684	883.28	1	5943
TE_00003968_INT#LTR/Copia	4129	29517	7.15	0	213
TE_00003970_INT#LTR/Gypsy	5464	2810779	514.42	1	3252
TE_00003971#DNA/DTA	1344	44133	32.84	1	166
TE_00003972_LTR#LTR/Gypsy	4102	1537121	374.72	2	3350
TE_00003973#DNA/DTT	1304	4042	3.10	0	22
TE_00003974_LTR#LTR/Gypsy	925	5176835	5596.58	1031	8088
TE_00003975#DNA/DTH	1450	302993	208.96	0	1454
TE_00003976#DNA/Helitron	4829	34478	7.14	0	36
TE_00003977_INT#LTR/Gypsy	550	2332230	4240.42	1	14753
TE_00003978#DNA/DTA	1179	12780	10.84	0	27
TE_00003979#DNA/Helitron	4020	902770	224.57	0	1379
TE_00003980#DNA/DTC	4556	803307	176.32	0	1853
TE_00003982_LTR#LTR/Gypsy	3939	18166265	4611.90	7	22146
TE_00003983_INT#LTR/Copia	4442	99099	22.31	3	196
TE_00003984_INT#LTR/Gypsy	175	6659	38.05	0	86
TE_00003985#DNA/DTA	725	8566	11.82	1	63
TE_00003987_INT#LTR/Gypsy	381	69343	182.00	0	433
TE_00003988#DNA/DTM	1572	20543	13.07	0	119
TE_00003989_INT#LTR/Gypsy	301	5904	19.61	0	194
TE_00003990_LTR#LTR/Gypsy	4081	1968807	482.43	2	3296
TE_00003991#MITE/DTH	341	631	1.85	1	6
TE_00003992#DNA/DTT	843	13424	15.92	0	100
TE_00003993#MITE/DTT	160	53	0.33	0	2
TE_00003994#DNA/DTC	597	12877	21.57	1	125
TE_00003995_LTR#LTR/Gypsy	956	14667	15.34	0	25
TE_00003996_INT#LTR/Gypsy	3468	1582590	456.34	0	1639
TE_00003997_INT#LTR/Gypsy	2845	5925498	2082.78	0	5623
TE_00003998#DNA/Helitron	292	19972	68.40	4	133
TE_00004000#DNA/DTC	553	95133	172.03	0	411
TE_00004002#DNA/DTT	689	5421	7.87	1	32
TE_00004003#DNA/Helitron	928	3153	3.40	0	11
TE_00004004#DNA/DTT	1950	8459	4.34	0	32
TE_00004005#DNA/DTT	3039	12430	4.09	0	42
TE_00004006#DNA/DTM	937	2713	2.90	0	8
TE_00004007#DNA/DTH	707	11167	15.79	5	47
TE_00004008_INT#LTR/Gypsy	471	27732	58.88	0	94
TE_00004009_INT#LTR/Gypsy	1451	1877492	1293.93	5	4184
TE_00004010#MITE/DTT	80	342	4.28	0	7
TE_00004012_LTR#LTR/Gypsy	964	436045	452.33	103	570
TE_00004014_INT#LTR/Gypsy	2825	4822654	1707.13	0	5498
TE_00004015#MITE/DTA	151	11491	76.10	5	109
TE_00004017#DNA/DTC	2648	8742223	3301.44	0	8371
TE_00004018#DNA/DTA	1617	18838	11.65	0	41
TE_00004019#DNA/DTA	723	45621	63.10	31	113
TE_00004020#DNA/DTA	1044	17885	17.13	6	59
TE_00004022_INT#LTR/Gypsy	2056	133096	64.74	2	160
TE_00004023#MITE/DTA	157	1323	8.43	1	13
TE_00004024#MITE/DTT	346	869	2.51	0	12
TE_00004025_INT#LTR/Copia	2109	5729870	2716.87	7	6717
TE_00004028#DNA/DTC	131	66	0.50	0	1
TE_00004029_INT#LTR/Gypsy	6689	2162395	323.28	0	2846
TE_00004030#DNA/DTC	254	1271	5.00	0	9
TE_00004032_INT#LTR/Gypsy	636	139463	219.28	0	955
TE_00004034#MITE/DTA	158	3428	21.70	2	56
TE_00004035#DNA/DTH	950	8968	9.44	0	50
TE_00004036_INT#LTR/Gypsy	5641	2032815	360.36	2	1500
TE_00004037#MITE/DTA	153	1860	12.16	8	17
TE_00004038#DNA/DTC	3609	632940	175.38	10	975
TE_00004039#DNA/DTT	3049	1852	0.61	0	11
TE_00004040#MITE/DTM	423	10042	23.74	1	41
TE_00004041_LTR#LTR/Copia	273	4801	17.59	8	35
TE_00004043#DNA/DTC	3679	47932	13.03	0	54
TE_00004044#DNA/DTM	825	24879	30.16	1	107
TE_00004045#DNA/DTM	2364	6508588	2753.21	1	17366
TE_00004046#MITE/DTH	112	682	6.09	2	11
TE_00004048#DNA/Helitron	1275	22567	17.70	0	33
TE_00004050#DNA/Helitron	1771	42982	24.27	1	345
TE_00004051#DNA/DTT	2564	48732	19.01	1	48
TE_00004052_LTR#LTR/Copia	143	1068	7.47	4	9
TE_00004053_INT#LTR/Gypsy	10520	1670216	158.77	0	818
TE_00004055#DNA/DTC	3793	2120701	559.11	21	1433
TE_00004056_INT#LTR/Gypsy	422	1271295	3012.55	0	3933
TE_00004057#DNA/DTH	2467	33331	13.51	4	32
TE_00004059_INT#LTR/Gypsy	1391	406439	292.19	0	1423
TE_00004060#DNA/DTA	1446	44573	30.83	5	100
TE_00004062_INT#LTR/Gypsy	964	2031350	2107.21	717	2559
TE_00004063#DNA/DTT	1294	237622	183.63	0	724
TE_00004065_INT#LTR/Gypsy	539	68535	127.15	0	297
TE_00004066#DNA/DTT	934	10776	11.54	0	167
TE_00004067_INT#LTR/Gypsy	2057	774426	376.48	0	1492
TE_00004068_LTR#LTR/Copia	238	5199	21.84	7	30
TE_00004069#MITE/DTT	148	725	4.90	0	18
TE_00004070#DNA/DTM	1432	24857	17.36	0	144
TE_00004071#MITE/DTC	481	1381	2.87	0	5
TE_00004073#DNA/DTM	1089	13418	12.32	0	49
TE_00004074_INT#LTR/Gypsy	539	25685	47.65	5	117
TE_00004075_LTR#LTR/Copia	990	1254932	1267.61	477	2061
TE_00004077#DNA/DTT	1706	42492	24.91	0	435
TE_00004078#MITE/DTM	311	20604	66.25	23	116
TE_00004080_INT#LTR/Gypsy	3509	1239774	353.31	0	1130
TE_00004081_INT#LTR/Gypsy	2121	1983250	935.05	0	3363
TE_00004082_INT#LTR/Gypsy	8608	8054214	935.67	17	3267
TE_00004083#DNA/DTA	916	18754	20.47	1	58
TE_00004085_INT#LTR/Gypsy	1958	2105768	1075.47	0	4962
TE_00004087_INT#LTR/Gypsy	126	5685	45.12	0	122
TE_00004088_INT#LTR/Gypsy	5798	5293820	913.04	0	7449
TE_00004089_LTR#LTR/Gypsy	82	120	1.46	1	3
TE_00004090_INT#LTR/Copia	367	6563	17.88	0	45
TE_00004093_INT#LTR/Gypsy	194	638764	3292.60	569	5200
TE_00004094_INT#LTR/Copia	8813	7396189	839.24	0	4677
TE_00004095#DNA/DTA	1190	17013	14.30	1	194
TE_00004096_INT#LTR/Gypsy	2218	4392426	1980.35	0	9675
TE_00004097#DNA/DTA	2355	549656	233.40	0	1549
TE_00004098#DNA/DTM	1033	3483	3.37	0	9
TE_00004099_INT#LTR/Gypsy	4798	2292669	477.84	5	1314
TE_00004100#DNA/DTT	1691	22215	13.14	1	45
TE_00004102#DNA/DTT	1293	11147	8.62	0	23
TE_00004103_INT#LTR/Gypsy	623	9866	15.84	0	50
TE_00004104#DNA/Helitron	4785	198889	41.57	0	150
TE_00004105_INT#LTR/Copia	4659	703645	151.03	4	434
TE_00004106#DNA/DTT	2334	20632	8.84	0	103
TE_00004107#DNA/DTT	847	12181	14.38	1	82
TE_00004108_INT#LTR/Gypsy	228	1853813	8130.76	0	12286
TE_00004109#MITE/DTM	323	880	2.72	0	8
TE_00004110#DNA/Helitron	1474	54908	37.25	1	417
TE_00004111_INT#LTR/Gypsy	233	170894	733.45	0	1089
TE_00004112#DNA/Helitron	399	26954	67.55	11	115
TE_00004113#DNA/DTH	1191	8422	7.07	0	26
TE_00004114_INT#LTR/Copia	270	7657	28.36	0	59
TE_00004115#DNA/DTT	2267	17428	7.69	0	71
TE_00004116_INT#LTR/Copia	4538	175895	38.76	2	120
TE_00004117_INT#LTR/Gypsy	461	678740	1472.32	0	3937
TE_00004118#MITE/DTH	368	2681	7.29	2	12
TE_00004119#DNA/DTM	923	4026	4.36	0	42
TE_00004120#MITE/DTH	500	2229	4.46	0	10
TE_00004121#DNA/DTT	1523	27546	18.09	0	41
TE_00004122#DNA/DTM	4952	42133	8.51	0	32
TE_00004123_INT#LTR/Copia	4345	59528	13.70	1	56
TE_00004124_INT#LTR/Gypsy	5288	2409501	455.65	0	2011
TE_00004125_INT#LTR/Gypsy	1442	8768675	6080.91	1	18170
TE_00004126#DNA/DTC	2973	6062113	2039.06	158	6633
TE_00004127#MITE/DTH	377	11583	30.72	2	63
TE_00004128_INT#LTR/Gypsy	158	385483	2439.77	0	6486
TE_00004129#DNA/Helitron	810	2778	3.43	0	14
TE_00004131#MITE/DTH	361	23677	65.59	23	95
TE_00004132_INT#LTR/Gypsy	4578	6835965	1493.22	0	7223
TE_00004133#DNA/DTH	1221	87818	71.92	8	251
TE_00004136_INT#LTR/Gypsy	2791	2237316	801.62	1	2528
TE_00004138#MITE/DTH	376	3122	8.30	2	11
TE_00004140#DNA/DTC	196	7207	36.77	1	110
TE_00004141_INT#LTR/Gypsy	2678	3336638	1245.94	0	3894
TE_00004142#DNA/Helitron	1146	8083	7.05	0	22
TE_00004143_INT#LTR/Gypsy	1301	10637925	8176.73	0	14346
TE_00004144#DNA/DTC	3675	621285	169.06	3	680
TE_00004145_INT#LTR/Gypsy	4890	43646	8.93	0	125
TE_00004146#MITE/DTM	174	21700	124.71	1	224
TE_00004147#DNA/DTM	1599	21585	13.50	0	73
TE_00004148_LTR#LTR/Gypsy	3926	798510	203.39	0	2645
TE_00004149#DNA/DTH	1633	177204	108.51	0	352
TE_00004150_INT#LTR/Gypsy	1134	486914	429.38	1	1058
TE_00004151_INT#LTR/Copia	170	295721	1739.54	0	2220
TE_00004152#MITE/DTH	457	5298	11.59	0	42
TE_00004153#MITE/DTT	142	666	4.69	0	18
TE_00004154#DNA/DTT	923	247224	267.85	0	1194
TE_00004155_INT#LTR/Gypsy	205	975	4.76	0	10
TE_00004157#MITE/DTA	168	3481	20.72	10	32
TE_00004160#MITE/DTM	520	39194	75.37	1	187
TE_00004162#DNA/DTC	3417	111985	32.77	0	223
TE_00004163#DNA/DTT	536	34251	63.90	0	323
TE_00004166#DNA/DTC	3829	159933	41.77	2	136
TE_00004167_INT#LTR/Gypsy	3693	2667282	722.25	1	4242
TE_00004168#DNA/DTM	1427	45070	31.58	6	118
TE_00004169#DNA/DTH	2154	27304	12.68	1	87
TE_00004170_INT#LTR/Gypsy	7754	790493	101.95	0	213
TE_00004171#MITE/DTH	305	4287	14.06	3	37
TE_00004172_LTR#LTR/Copia	141	1209	8.57	5	13
TE_00004173#DNA/DTA	1042	1856	1.78	0	8
TE_00004174#DNA/DTM	833	24022	28.84	2	193
TE_00004176_INT#LTR/Gypsy	132	115	0.87	0	3
TE_00004177_LTR#LTR/Copia	488	19663	40.29	9	53
TE_00004178_INT#LTR/Gypsy	1688	396254	234.75	0	863
TE_00004179#DNA/DTC	103	312	3.03	0	15
TE_00004180#DNA/Helitron	1740	28064	16.13	0	137
TE_00004181_INT#LTR/Gypsy	2253	3796907	1685.27	0	3599
TE_00004182_INT#LTR/Gypsy	256	32763	127.98	0	242
TE_00004183_LTR#LTR/Copia	113	37487	331.74	149	458
TE_00004184#MITE/DTA	167	1926	11.53	2	19
TE_00004185#MITE/DTA	185	1497	8.09	4	11
TE_00004186#DNA/DTM	2339	88274	37.74	6	67
TE_00004187#DNA/DTC	3532	18076	5.12	0	30
TE_00004188#DNA/DTT	980	2201	2.25	0	6
TE_00004189_INT#LTR/Gypsy	1115	882971	791.90	0	1004
TE_00004190_INT#LTR/Gypsy	2479	2436512	982.86	0	2704
TE_00004191_INT#LTR/Copia	6677	903719	135.35	4	406
TE_00004192#MITE/DTM	285	20716	72.69	1	92
TE_00004193#DNA/Helitron	6439	186987	29.04	0	792
TE_00004194_LTR#LTR/Copia	1436	2519543	1754.56	0	7956
TE_00004195_INT#LTR/Copia	491	14991	30.53	0	43
TE_00004196_INT#LTR/Gypsy	244	112256	460.07	0	783
TE_00004197_INT#LTR/Gypsy	1788	1550201	867.00	0	1988
TE_00004198_INT#LTR/Gypsy	1868	919686	492.34	0	1119
TE_00004199_LTR#LTR/Gypsy	957	347118	362.71	2	863
TE_00004204_INT#LTR/Gypsy	247	17484	70.79	11	153
TE_00004205#DNA/DTM	1239	15667	12.64	0	48
TE_00004206#DNA/DTM	646	8416	13.03	0	69
TE_00004209_INT#LTR/Copia	4385	115420	26.32	2	52
TE_00004213#MITE/DTT	341	3081	9.04	0	26
